Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Physics,What is the definition of refraction?,The bending of light as it passes through a medium,Mass times velocity,Force times velocity,Displacement over time
Geology,What type of rock is formed from volcanic ash and pumice?,Extrusive igneous rock,Intrusive igneous rock,Sedimentary rock,Gneiss
Geology,What is the term used to describe the process by which rocks are broken down into smaller pieces by physical means?,Weathering,Erosion,Deposition,Metamorphism
Biology,What is the function of the microtubules?,To provide structural support and aid in cell movement,To synthesize proteins,To generate ATP,To store waste
Chemistry,What is the term for a type of bond in which electrons are transferred from one atom to another?,Ionic,Covalent,Hydrogen,Van der Waals
Earth Science,What is the process by which sediment is moved from one location to another?,Erosion,Weathering,Deposition,Compaction
Biology,Which type of blood cell is responsible for clotting?,Platelets,Red blood cells,White blood cells,Plasma
Biology,What is the name of the sac that stores bile in the human body?,Gallbladder,Pancreas,Liver,Small Intestine
Biology,What is a cell membrane made of?,Phospholipids,Proteins,Carbohydrates,Nucleic acids
Geology,What type of volcano is broad and flat| with gently sloping sides?,Shield,Cinder cone,Composite,Caldera
Biology,What is the name of the process used by plants to convert sunlight into energy?,Photosynthesis,Cellular respiration,Fermentation,Glycolysis
Biology,Which group of animals has a backbone?,Vertebrates,Invertebrates,Amphibians,Reptiles
Physics,What is the formula for impulse?,Impulse = force x time,Impulse = mass x velocity,Impulse = power/force,Impulse = density x volume
Astronomy,What is the name of the phenomenon in which a black hole emits radiation?,Hawking radiation,Gravitational waves,Dark energy,Dark matter
Geology,What type of rock is formed from the alteration of existing rock due to heat and pressure?,Metamorphic,Sedimentary,Igneous,None of the above
Biology,What is the process by which information is passed from one generation to the next through genes?,Heredity,Mutation,Selection,Adaptation
Biology,What is the name of the process by which proteins are synthesized?,Translation,Transcription,DNA Replication,Mitosis
Chemistry,What is the process of combining oxygen with another substance called?,Combustion,Decomposition,Synthesis,Replacement
Physics,What is the unit of electrical resistance?,Ohm,Ampere,Watt,Volt
Biology,What is the name for the study of insects?,Entomology,Ornithology,Herpetology,Ichthyology
Biology,What is the primary function of white blood cells in the body?,Fight infection,Transport oxygen,Digest food,Store energy
Chemistry,What is the name for a substance composed of two or more different elements that can be separated by chemical means?,compound,element,mixture,solution
Physics,What is the name of the law that states that the buoyant force on an object is equal to the weight of the fluid displaced by the object?,Archimedes' Principle,Newton's Third Law,The Law of Thermodynamics,Charles' Law
Astronomy,What is the name of the biggest moon in our Solar System?,Ganymede,Titan,Io,Europa
Chemistry,What is the atomic number for oxygen?,8,3,11,15
Chemistry,What do you call a substance that cannot be broken down into simpler substances by chemical reactions?,Element,Molecule,Compound,Ion
Astronomy,What is the name of the phenomenon in which a planet appears to move in the opposite direction?,Retrograde motion,Prograde motion,Conjunction,Opposition
Geology,What is the name of the supercontinent that existed millions of years ago before breaking apart into the current continents?,Pangaea,Gondwana,Laurasia,Eurasia
Chemistry,Which of the following is a measure of how readily a substance gives up protons in a chemical reaction?,Acidity,pH,Concentration,Temperature
Physics,What is the force that causes objects to fall to the ground?,Gravity,Magnetic,Electric,Friction
Biology,What is the name of the process by which plants convert light energy into food?,Photosynthesis,Respiration,Fermentation,Digestion
Chemistry,What is the name of the process by which a liquid changes into a gas?,Evaporation,Sublimation,Condensation,Freezing
Chemistry,What is the chemical formula for ammonia?,NH3,CO2,NaCl,H2O
Chemistry,What is the unit used to measure the amount of a substance in chemistry?,Mole,Liter,Gram,Meter
Astronomy,What is the biggest planet in the solar system?,Jupiter,Saturn,Uranus,Neptune
Geology,What is the name for a type of rock formed by solidification of magma or lava?,Igneous,Sedimentary,Metamorphic,Plutonic
Biology,What is the name of the fluid that carries oxygen in the bloodstream?,Hemoglobin,Plasma,Serum,Lymph
Geology,How old is the Earth approximately?,4.54 billion years,1 million years,"10,000 years",100 years
Chemistry,What is the process of adding an acid or base to a solution to change its pH called?,Neutralization,Titration,Oxidation,Reduction
Biology,What is the name of the tube that connects the kidney to the bladder?,Ureter,Urethra,Esophagus,Trachea
Chemistry,What is the symbol for Lead?,Pb,Ld,Pd,Pl
Physics,What is the name for something that has mass and occupies space?,Matter,Energy,Time,Space
Chemistry,What is the name for a solution that resists changes in pH when small amounts of acid or base are added?,Buffer Solution,Acidic Solution,Basic Solution,Neutral Solution
Physics,What is the unit of energy in the metric system?,Joule,Newton,Watt,Meter
Chemistry,What is the name for a substance that dissolves in water to create a solution with a pH greater than 7?,Base,Acid,Neutral,Buffer
Biology,What is the name of the protein that carries oxygen in red blood cells?,Hemoglobin,Insulin,Collagen,Actin
Physics,What is the unit of work?,Joule,Watt,Newton,Meter
Earth Science,What is the name of the process by which rocks are broken down by weathering and erosion?,Rock Cycle,Water Cycle,Nitrogen Cycle,Carbon Cycle
Chemistry,What is the lightest element present in the periodic table?,Hydrogen,Oxygen,Nitrogen,Helium
Chemistry,What is the opposite of an acid?,Base,Salt,Metal,Non-metal
Physics,What is the name for the energy stored in an object due to its position or configuration?,Potential energy,Kinetic energy,Thermal energy,Electrical energy
Biology,What are the tiny hair-like structures on the surface of cells called?,Cilia,Flagella,Microvilli,Chromosomes
Geology,What is the name of the layer of Earth's atmosphere where weather occurs?,Troposphere,Stratosphere,Mesosphere,Thermosphere
Biology,What gas do humans inhale and exhale?,Oxygen,Carbon dioxide,Nitrogen,Hydrogen
Chemistry,What is the term for a mixture in which one substance is evenly distributed throughout another substance?,Homogeneous mixture,Heterogeneous mixture,Solution,Suspension
Botany,What is the name for the process by which water moves through a plant from the roots to the leaves?,Transpiration,Absorption,Photosynthesis,Respiration
Mathematics,What is the value of pi?,3.14159265359,2.71828182846,1.61803398875,0.69314718056
Chemistry,What type of reaction occurs when two or more substances combine to form a new substance?,Synthesis,Decomposition,Acid-base,Oxidation-reduction
Chemistry,What is the name given to a substance that speeds up a chemical reaction| but is not itself used up in the reaction?,Catalyst,Enzyme,Substrate,Product
Earth Science,What is the layer of Earth's atmosphere that contains the ozone layer?,Stratosphere,Troposphere,Mesosphere,Thermosphere
Geology,What is the name of the process whereby rock is moved from one location to another by water or wind?,Transport,Erosion,Deposition,Weathering
Anatomy,What is the part of the ear that vibrates when sound waves enter?,Eardrum,Cochlea,Auditory canal,Vestibular system
Astronomy,What is the name given to a star that suddenly becomes much brighter?,Nova,Supernova,Hypernova,Red giant
Geology,What is the term used to describe the type of rock formed from the accumulation and cementation of sediment?,Sedimentary rock,Igneous rock,Metamorphic rock,Volcanic rock
Geology,What is the term for a naturally occurring concentration of minerals with economic value?,Ore deposit,Vein,Lode,Reservoir
Physics,What type of energy is produced by the movement of waves| such as light or sound?,Radiant energy,Kinetic energy,Potential energy,Nuclear energy
Biology,Which process involves the conversion of nitrogen into a usable form by plants?,Nitrogen Fixation,Photosynthesis,Cellular Respiration,Fermentation
Biology,What is the name of the sac where food is stored and partially digested in the stomach?,Rumen,Crop,Gizzard,Stomach
Chemistry,What is the most common gas found in the Earth's atmosphere?,Nitrogen,Oxygen,Carbon dioxide,Methane
Biology,What is the molecule that carries oxygen in red blood cells?,Hemoglobin,Chlorophyll,Insulin,Glucose
Biology,What is the process by which cells break down food to release energy?,Cellular Respiration,Photosynthesis,Digestion,Assimilation
Geology,What type of rock is formed from the accumulation of organic material| such as shells or plant matter?,Sedimentary,Igneous,Metamorphic,None of the above
Biology,What is the process by which cells break down glucose to release energy called?,Cellular respiration,Photosynthesis,Fermentation,Digestion
Geology,What type of rock forms from the accumulation and compression of sediment?,Sedimentary,Igneous,Metamorphic,Plutonic
Biology,Which system produces white blood cells?,Immune System,Circulatory System,Respiratory System,Nervous System
Chemistry,What is the process of a liquid turning into a gas called?,Evaporation,Condensation,Solidification,Melting
Astronomy,What is the name of the Hubble Space Telescope's main camera?,Advanced Camera for Surveys,Wide Field Camera 3,Cosmic Origins Spectrograph,Space Telescope Imaging Spectrograph
Physics,What is the law stating that energy cannot be created or destroyed| only transferred or transformed?,Law of Conservation of Energy,Newton's Law,Pascal's Law,Hooke's Law
Biology,What is a group of similar cells called?,Tissue,Organ,Organ System,Organism
Geology,What type of rock is formed from cooling magma?,Igneous rock,Sedimentary rock,Metamorphic rock,None of the above
Biology,Which type of cell reproduction results in four genetically different daughter cells?,Meiosis,Mitosis,Photosynthesis,Cellular respiration
Physics,What is the name for the force that opposes the motion of an object through a fluid?,Drag,Lift,Turbulence,Friction
Astronomy,What is a light year?,The distance light travels in one year,The time it takes for light to travel one meter,The weight of a beam of light,The temperature of a beam of light
Biology,What is the most abundant gas in the Earth's atmosphere?,Nitrogen,Oxygen,Carbon dioxide,Argon
Geology,What is the term for the solid layer of the Earth that lies beneath the crust?,Mantle,Core,Lithosphere,Asthenosphere
Botany,What is a leaf?,The main organ of photosynthesis in a plant,The main organ of respiration in a plant,The main organ of reproduction in a plant,The main organ of digestion in a plant
Biology,What is the name of the process in which an organism changes over time in response to changes in its environment?,Evolution,Adaptation,Natural Selection,Mutation
Geology,What is the term for the process by which water changes from a gas to a liquid?,Condensation,Evaporation,Precipitation,Freezing
Zoology,What is the name for animals that have no backbone?,Invertebrates,Vertebrates,Arthropods,Mollusks
Physics,What is the term for the measure of an object's resistance to rotational motion?,Moment of Inertia,Angular Velocity,Angular Acceleration,Angular Momentum
Physics,What is the name for the measure of the force of gravity on an object?,Weight,Mass,Density,Volume
Chemistry,What is the state of matter that has a definite volume but no definite shape?,Liquid,Gas,Solid,Plasma
Earth Science,What is the layer of the Earth that is solid rock?,Mantle,Crust,Outer Core,Inner Core
Biology,What is the process by which genetic material is passed down from parents to offspring?,Inheritance,Replication,Translation,Transcription
Chemistry,What is the process by which a solid turns directly into a gas| without passing through the liquid state called?,Sublimation,Evaporation,Condensation,Melting
Chemistry,What is the name of the process by which a solid transforms into a gas?,Sublimation,Evaporation,Melting,Condensation
Geology,What type of rock is formed from the remains of once-living organisms?,Organic sedimentary,Inorganic sedimentary,Igneous,Metamorphic
Astronomy,"Which planet is nicknamed the ""Red Planet""?",Mars,Venus,Jupiter,Saturn
Chemistry,What type of reaction involves the release of energy?,Exothermic,Endothermic,Combustion,Neutralization
Biology,What is the name of the largest muscle in the human body?,Gluteus Maximus,Biceps,Quadriceps,Triceps
Physical Science,What is the SI unit for temperature?,Kelvin,Celsius,Fahrenheit,Rankine
Geology,What is the name of the process by which sediment is pressed together?,Compaction,Erosion,Deposition,Metamorphism
Chemistry,What is a base?,A substance with a pH greater than 7,A substance with a pH less than 7,A substance with a pH of exactly 7,A substance with a pH of 6
Biology,What is the name for the process by which the body breaks down food and absorbs nutrients?,Digestion,Photosynthesis,Respiration,Fermentation
Astronomy,Which planet is closest to the sun?,Mercury,Venus,Earth,Mars
Biology,Which process involves the release of energy from glucose without oxygen?,Fermentation,Photosynthesis,Cellular Respiration,Transpiration
Physics,What unit is used to measure electrical resistance?,Ohm,Watt,Volt,Ampere
Chemistry,What is the process by which a substance is broken down into simpler substances?,Decomposition,Synthesis,Combustion,Neutralization
Physics,What is the acceleration due to gravity on Earth's surface?,9.8 m/s^2,1 m/s^2,0.1 m/s^2,100 m/s^2
Biology,What is the name of the protective layer surrounding the brain and spinal cord?,Meninges,Peritoneum,Pericardium,Epithelium
Astronomy,What is the term for a small| icy object that orbits the sun?,Comet,Meteor,Asteroid,Meteorite
Chemistry,Which of the following is a measure of the amount of moles of solute dissolved in a liter of solution?,Molarity,Concentration,Solubility,Pressure
Geology,What type of rock is formed from the accumulation of organic debris?,Sedimentary,Igneous,Metamorphic,Granite
Biology,What is the powerhouse of the plant cell?,Chloroplasts,Nucleus,Vacuole,Cytoplasm
Physics,What is the principle of superposition?,"When two waves meet, the displacement at any point is the algebraic sum of the displacements of the two waves at that point",The ratio of the sine function and the cosine function is a constant for all angles in a right triangle,The resistance of a conductor is directly proportional to its length and inversely proportional to its cross-sectional area,The force acting on an object is equal to its mass times its acceleration
Physics,What property of a moving object remains constant in the absence of external forces?,Momentum,Velocity,Acceleration,Kinetic Energy
Biology,What happens to a cell in a hypertonic solution?,It shrinks,It swells,It stays the same,It divides
Biology,Which of the following is not one of the four macromolecules of life?,Water,Carbohydrates,Lipids,Proteins
Astronomy,What is the name of the closest galaxy to our Milky Way?,Andromeda,Canis Major Dwarf,Sagittarius Dwarf Elliptical,Large Magellanic Cloud
Biology,"Which domestic animal is known as the ""Ship of the desert""?",Camel,Horse,Donkey,Cow
Biology,What is the name for a heritable characteristic that increases an organism's chance of survival and reproduction?,adaptation,mutation,variation,hybridization
Biology,What is the process by which cells use sugar to create energy?,Cellular respiration,Photosynthesis,Fermentation,Digestion
Physics,What is the process of producing an electrical current from the flow of a liquid or a gas called?,Hydroelectric power,Fluid power,Renewable energy,Nuclear power
Chemistry,What is the term for the attraction between atoms that allows them to form chemical bonds?,Electronegativity,Ionization energy,Electron affinity,Valence
Physics,What is the name of the type of energy that is created by the movement of electrically charged particles?,Electric Energy,Kinetic Energy,Potential Energy,Thermal Energy
Earth Science,What is the name of the process by which sediment is transported by wind or water?,Erosion,Deposition,Formation,Weathering
Biology,What type of tissue connects muscles to bones?,Tendons,Ligaments,Cartilage,Adipose
Geology,What term describes the process by which sediment is moved from one place to another?,Erosion,Weathering,Deposition,Volcanism
Meteorology,What is the name of the boundary between two different air masses?,Front,Trough,Ridge,Convergence zone
Biology,What is the process where plants use sunlight to create their own food?,Photosynthesis,Respiration,Fermentation,Digestion
Biology,What is the name of the hormone that stimulates milk production in the mammary glands?,Prolactin,Oxytocin,Thyroid-Stimulating Hormone,Growth Hormone
Astronomy,What is the name of the phenomenon in which light is spread out into its constituent colors?,Diffraction,Refraction,Dispersion,Absorption
Biology,What type of tissue is responsible for transporting nutrients and oxygen throughout the body?,Blood,Muscle,Nerve,Connective
Biology,What is the name of the molecule that stores the genetic information in living things?,DNA,RNA,Protein,Carbohydrate
Physics,What is the term for the energy that an object possesses due to its motion?,Kinetic energy,Potential energy,Thermal energy,Nuclear energy
Earth Science,What is the largest layer of the Earth?,Mantle,Crust,Core,Atmosphere
Biology,What is the function of the cilia in the cell?,Movement and filtering,Energy production,Protein synthesis,Waste disposal
Physics,What is the term used to describe the amount of matter in an object?,Mass,Weight,Volume,Density
Biology,What is the name of the process by which traits are passed from parents to offspring?,Heredity,Transcription,Translation,Mitosis
Biology,What is the name for the process by which genes are expressed?,transcription,translation,replication,mutation
Astronomy,What are the four jovian planets?,"Jupiter, Saturn, Uranus, Neptune","Mercury, Venus, Earth, Mars","Pluto, Haumea, Makemake, Eris","Ceres, Vesta, Pallas, Hygiea"
Biology,What part of the brain controls balance and coordination?,Cerebellum,Cerebrum,Brain stem,Hippocampus
Geology,What is the name of the process by which rocks are melted into magma?,Melting,Subduction,Accretion,Deposition
Astronomy,What is the name of the theory that explains the origin of the universe in a big bang?,Big Bang Theory,Steady State Theory,Panspermia,String Theory
Astronomy,What is a planet?,A large celestial body that orbits a star and does not emit light of its own,A small celestial body that orbits a planet,A star that emits radio waves,A galaxy consisting of billions of stars
Chemistry,What is the term for a substance that speeds up a chemical reaction without being consumed in the reaction?,Catalyst,Reactant,Product,Enzyme
Physics,What is the force that causes objects to experience a force due to their motion in fluids?,Drag force,Gravity,Magnetic,Electric
Chemistry,"What element has the symbol ""Fe""?",Iron,Gold,Silver,Mercury
Biology,What part of the eye is responsible for focusing light rays?,Lens,Pupil,Cornea,Retina
Chemistry,What is the term for a solution with a pH level of less than 7?,Acidic,Neutral,Alkaline,Base
Physics,What is the second law of motion?,The acceleration of an object is directly proportional to the net force applied and inversely proportional to its mass,"An object at rest will stay at rest, and an object in motion will stay in motion with a constant velocity, unless acted upon by a net external force","For every action, there is an equal and opposite reaction",None of the above
Biology,Which part of a plant cell is responsible for capturing sunlight?,Chloroplast,Mitochondria,Nucleus,Vacuole
Geology,What type of rock is formed from compressed sediment?,Sedimentary,Metamorphic,Igneous,Basalt
Geology,What is the term for the movement of water through the Earth's crust?,Groundwater flow,Surface runoff,Infiltration,Erosion
Biology,Which of the following is the organelle responsible for generating ATP in eukaryotic cells?,Mitochondria,Golgi apparatus,Endoplasmic reticulum,Lysosome
Chemistry,What is the difference between polar and nonpolar molecules?,"Polar molecules have an unequal distribution of electrons, nonpolar molecules have an equal distribution of electrons","Nonpolar molecules have an unequal distribution of electrons, polar molecules have an equal distribution of electrons",Polar and nonpolar molecules are the same,"Polar molecules are found in living organisms, nonpolar molecules are found in non-living things"
Biology,What are the four blood types?,"A, B, AB, O","A, B, AB, C","D, E, F, G","X, Y, Z, W   "
Biology,What is the name of the protein that gives skin its color?,Melanin,Collagen,Elastin,Keratin
Chemistry,What type of reaction occurs when a metal reacts with an acid to produce hydrogen gas?,Single Displacement,Double Displacement,Synthesis,Decomposition
Physics,What is the formula for finding the speed of an object?,Speed = distance/time,Speed = mass x acceleration,Speed = force/distance,Speed = energy/time
Biology,What is the name of the process by which animals break down food into energy?,Digestion,Photosynthesis,Cellular respiration,Metabolism
Biology,What is the process by which white blood cells engulf and digest invaders called?,Phagocytosis,Exocytosis,Pinocytosis,Endocytosis
Chemistry,What type of bond forms between two oppositely charged ions?,Ionic,Covalent,Hydrogen,Van der Waals
Geology,What is the name for a sudden release of energy in the Earth's crust?,Earthquake,Volcano,Tsunami,Landslide
Chemistry,What type of bonding occurs when electrons are shared between atoms?,Covalent,Ionic,Metallic,Van der Waals
Physics,What is the measure of the rate at which work is done called?,Power,Work,Energy,Force
Geology,What is the name of the type of rock that forms from the cooling of lava?,Basalt,Granite,Sandstone,Limestone
Astronomy,What is the name of the force that causes the Moon to orbit the Earth?,Gravity,Electromagnetic force,Strong force,Weak force
Botany,What is the name for the process by which plants release water from their leaves?,Transpiration,Respiration,Photosynthesis,Evaporation
Physics,What is the formula for total resistance in a circuit?,R = R1 + R2 + R3,1/R = 1/R1 + 1/R2 + 1/R3,R = V / I,R = I / V
Chemistry,What is the name of the substance that speeds up a chemical reaction without being consumed in the process?,Catalyst,Inhibitor,Reactant,Product
Biology,What is the name of the hormone that regulates blood sugar levels in the body?,Insulin,Glucagon,Adrenaline,Thyroxine
Physics,What is the formula for electric voltage?,V=IR,V=I/R,V=I+R,V=I-R
Biology,What is the name for a symbiotic relationship in which both organisms benefit?,Mutualism,Commensalism,Parasitism,Predation
Astronomy,What is a comet?,A type of planet,A type of star, A type of asteroid,A small icy object that orbits the sun
Chemistry,What type of reaction involves the combination of two or more substances?,Synthesis,Decomposition,Combustion,Neutralization
Biology,What is the name for the largest part of the brain?,Cerebrum,Cerebellum,Brainstem,Hypothalamus
Biology,Which insect is known for spreading malaria?,Mosquito,Fly,Ant,Bee
Geology,What is the name of the process by which sediments are turned into sedimentary rock?,Lithification,Erosion,Deposition,Weathering
Physics,What is the formula for distance?,d = vt,d = at^2,d = vf^2-vi^2/2a,d = pi r^2
Astronomy,What is the name of the dwarf planet with a highly eccentric orbit that takes it farther from the Sun than Neptune?,Sedna,Haumea,Eris,Makemake
Chemistry,What is the chemical formula for ammonium nitrate?,NH4NO3,HNO3,NH3,N2H4
Astronomy,What is the name of the first satellite sent into space?,Sputnik 1,Explorer 1,Vanguard 1,Spacelab
Biology,What kind of cells have a nucleus?,Eukaryotic cells,Prokaryotic cells,Plant cells,Animal cells
Physics,What is the name of the concept that states that energy cannot be created or destroyed| only transformed from one form to another?,Law of Conservation of Energy,Newton's Third Law,Ohm's Law,Boyle's Law
Biology,What is the process of moving materials through a cell membrane called?,Transport,Excretion,Digestion,Respiration
Geology,What is the name for molten rock that has erupted from a volcano?,Lava,Magma,Obsidian,Pumice
Geology,What type of rock is formed from the cooling and crystallization of magma below the surface of the Earth?,Intrusive Igneous,Extrusive Igneous,Metamorphic,None of the above
Physics,What is the principle of conservation of energy?,"Energy cannot be created or destroyed, only transferred or transformed",Energy can be created or destroyed,Energy can only be transferred,Energy can only be transformed
Physics,What is the formula for electric current?,I=V/R,I=P/V,I = P/t,I = F/d
Biology,Which part of the cell is responsible for energy production?,Mitochondria,Nucleus,Endoplasmic reticulum,Golgi apparatus
Biology,What type of tissue connects muscles to bones in the human body?,Tendon,Ligament,Cartilage,Blood vessel
Biology,What is the primary function of the cell membrane?,Regulates the movement of materials into and out of the cell,Stores genetic material,Produces ATP,Transcribes DNA
Biology,What is the part of the cell that is responsible for breaking down waste and old cell parts?,Lysosome,Nucleus,Mitochondria,Chloroplast
Geology,What type of rock is formed by layers of sediment pressure?,Sedimentary,Igneous,Metamorphic,Granite
Physics,What do we call the quantity of matter in an object?,Mass,Weight,Volume,Density
Biology,What is the name of the tiny air sacs in the lungs where gas exchange takes place?,Alveoli,Bronchi,Trachea,Diaphragm
Physics,What is the unit for measuring electrical resistance?,Ohm,Amp,Volt,Watt
Astronomy,What is the name of the closest star to Earth?,Proxima Centauri,Alpha Centauri A,Alpha Centauri B,Betelgeuse
Chemistry,What is the pH scale used for?,Measuring acidity and basicity,Measuring temperature,Measuring pressure,Measuring mass
Geology,What is the term for the process by which sediment is dropped or settles out of water or wind?,Deposition,Erosion,Weathering,Transportation
Biology,Which of the following is not part of the digestive system?,Kidney,Stomach,Intestines,Mouth
Chemistry,What is the name of the scale used to measure the acidity or basicity of a solution?,pH scale,Kelvin scale,Celsius scale,Fahrenheit scale
Physics,What is the term for the amount of energy needed to remove an electron from an atom?,Ionization energy,Electro negativity,Atomic radius,Electron affinity
Biology,What is the process by which cells self-destruct called?,Apoptosis,Mitosis,Meiosis,Cytokinesis
Botany,What is the name of the structure in plants that transports water and nutrients from the roots to the rest of the plant?,Xylem,Phloem,Stem,Leaf
Biology,What is the process by which cells produce energy from glucose?,Cellular respiration,Photosynthesis,Fermentation,Glycolysis
Geology,What type of rock is formed from the cooling and solidification of lava or magma below the Earth's surface?,Igneous,Sedimentary,Metamorphic,Granite
Physics,What formula is used to calculate the force of gravity?,F=G(m1*m2/d^2),F=ma,F=PE+KE,x=ut+1/2at^2
Biology,What is the name of the cell structure that determines what enters and leaves the cell?,Cell membrane,Nucleus,Mitochondria,Ribosome
Biology,What is the name of the system in the human body that controls all other systems?,Nervous system,Endocrine system,Circulatory system,Respiratory system
Ecology,What is the term used to describe the number of different species in an ecosystem?,Biodiversity,Biome,Habitat,Niche
Earth Science,What is the hottest planet in our Solar System?,Venus,Mercury,Earth,Mars
Physics,What law states that an object in motion will stay in motion| and an object at rest will stay at rest| unless acted upon by an outside force?,Newton’s first law,Law of gravity,Kepler’s laws,Law of thermodynamics
Biology,What is the function of the skeletal system?,Provide support and protection,Remove waste,Transport nutrients and oxygen,Regulate body temperature
Physics,What is the term for the amount of matter in an object?,Mass,Weight,Volume,Density
Geology,What is the term for the boundary between two tectonic plates that are moving apart?,Divergent boundary,Convergent boundary,Transform boundary,Subduction zone
Chemistry,What is the atomic number for carbon?,6,7,8,5
Physics,What is the definition of a photon?,A particle of light,A particle of matter,A particle of heat,A particle of sound
Chemistry,What is the formula for glucose?,C6H12O6,H2O,CO2,H2O
Geology,What is the difference between magma and lava?,"Magma is underground, lava is above ground","Magma is above ground, lava is underground",Magma and lava are the same thing,Magma and lava only occur in water
Chemistry,What is the name for a substance that has a pH greater than 7?,Base,Acid,Alkali,Neutral
Physics,What type of force causes objects to stick together?,Adhesive force,Cohesive force,Electromagnetic force,Weak force
Physics,What is the formula for calculating electrical power?,P = IV,W = Fd,p = mv,E = Pt
Physics,What is the term for the rate at which work is done?,Power,Force,Velocity,Energy
Biology,What is the name of the process by which DNA is replicated?,Replication,Transcription,Translation,Mutation
Physics,What is the force that opposes the motion of an object through a fluid called?,Drag,Lift,Buoyancy,Turbulence
Biology,What is the function of the vacuole in a plant cell?,Store water and nutrients,Synthesize proteins,Produce ATP,Break down glucose
Biology,What type of joint allows for the greatest range of motion?,Ball and socket joint,Hinge joint,Pivot joint,Saddle joint
Physics,What is the energy of motion?,Kinetic energy,Potential energy,Thermal energy,Radiant energy
Physics,What is the definition of frequency?,The number of cycles per second,Mass times velocity,Force times velocity,Displacement over time
Geology,What is the biggest layer of the Earth called?,Mantle,Crust,Core,Oceanic layer
Chemistry,What is the atomic number of hydrogen?,1,2,3,4
Astronomy,Which planet has the shortest day of all the planets in our solar system?,Jupiter,Saturn,Uranus,Neptune
Chemistry,What is the process by which two or more atoms combine to form a compound with different properties than the individual elements?,Chemical Bonding,Ionic Equations,Titration,Esterification
Physics,What is the study of motion and its causes called?,Mechanics,Thermodynamics,Electromagnetism,Optics
Biology,What is the scientific name for gorilla?,Gorilla gorilla,Pongo pygmaeus,Pan troglodytes,Ateles geoffroyi
Geology,What is the hardest mineral on earth?,Diamond,Quartz,Topaz,Corundum
Chemistry,What element has the symbol O on the periodic table?,Oxygen,Osmium,Oganesson,Oxygenium
Chemistry,What is the formula for potassium permanganate?,KMnO4,KCl, KMnO3,K2MnO3
Physics,What is the name of the force that causes an object to resist a change in its motion?,Inertia,Friction,Gravity,Centripetal Force
Physics,What is the formula for calculating potential energy?,Potential Energy = Mass x Gravity x Height,Potential Energy = mass x velocity squared,Potential Energy = force x distance,Potential Energy = Pressure x Area x Height
Physics,What is the unit of electrical power?,Watt,Ampere,Volt,Ohm
Chemistry,What is the process by which a gas changes to a solid without going through the liquid state?,Deposition,Sublimation,Condensation,Evaporation
Physics,What is the distance travelled per unit time called?,Speed,Velocity,Acceleration,Displacement
Chemistry,What is the process of adding hydrogen to a substance called?,Reduction,Oxidation,Hydrogenation,Estherification
Chemistry,What do you call a positively charged particle found in the nucleus of an atom?,Proton,Electron,Neutron,Ion
Chemistry,What is the element with the symbol O on the periodic table?,Oxygen,Osmium,Ozone,Oganesson
Biology,What is the name for the process by which a virus enters a host cell and takes over the cell's machinery to reproduce?,viral infection,lytic infection,lysogenic infection,transduction
Astronomy,What is the name of the closest star system to ours?,Alpha Centauri,Proxima Centauri,Barnard's Star,Wolf 359
Chemistry,What are the three states of matter?,"Solid, Liquid, Gas","Plasma, Liquid, Gas","Solid, Gas, Fluid","Gas, Liquid, Molecule"
Chemistry,What is the name given to a substance that speeds up a chemical reaction without being consumed?,Catalyst,Reactant,Product,Enzyme
Physics,What is the term for the energy stored in an object due to its position or configuration?,Potential energy,Kinetic energy,Thermal energy,Electrical energy
Physics,What is the name of the law that states that the total energy in a closed system is constant?,Law of conservation of energy,Law of conservation of mass,Law of conservation of momentum,Second law of thermodynamics
Physics,What is the name of the force that causes objects to be pulled towards the center of the Earth?,Gravity,Friction,Tension,Magnetism
Physics,What was the first law of motion as formulated by Isaac Newton?,Objects at rest remain at rest unless acted upon by an external force,Force is equal to mass times acceleration,"For every action, there is an equal and opposite reaction",Energy cannot be created or destroyed
Biology,What is the scientific term for the smallest unit of life?,Cell,Atom,Molecule,Organelle
Biology,What is the smallest unit of matter?,Atom,Molecule,Cell,Organism
Chemistry,Which of the following is a measure of the speed of a chemical reaction?,Rate,Concentration,Pressure,Temperature
Chemistry,What is the process called when a gas turns into a liquid?,Condensation,Sublimation,Evaporation,Melting
Biology,What term describes the diversity of life on Earth?,Biodiversity,Ecosystem,Biome,Habitat
Physics,What is the formula for time?,t=d/s,t=s/d,t=s+d,t=d-s
Meteorology,What is the name of the temperature scale that uses the boiling and freezing points of water as reference points?,Celsius,Fahrenheit,Kelvin,Rankine
Biology,What is the correct order of the scientific classification system?,"Kingdom, Phylum, Class, Order, Family, Genus, Species","Kingdom, Class, Order, Family, Phylum, Genus, Species","Class, Kingdom, Order, Family, Genus, Phylum, Species","Kingdom, Phylum, Class, Genus, Order, Family, Species"
Biology,Which system is responsible for controlling and coordinating the body's functions?,Nervous system,Circulatory system,Respiratory system,Endocrine system
Astronomy,What is the closest star to our solar system?,Proxima Centauri,Alpha Centauri,Betelgeuse,Rigel
Astronomy,What is the name of the largest moon of Neptune?,Triton,Europa,Callisto,Ganymede
Physics,What is the process by which heat is transferred through a solid object?,Conduction,Convection,Radiation,Evaporation
Chemistry,What is the electronic configuration of helium?,1s2,1s1,1p1,1p3
